first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Tamara,Rodriguez,"Bilbao, España",+34 640721901,tamara.rodriguez@hotmail.com,61,Mobile + Fiber (Standard),Monthly,Couple,High,High,57.8,10,252,3,Low,,
Camila,Iglesias,"Bilbao, España",+34 649392710,camila.iglesias@hotmail.com,50,Mobile - Basic,Annual,Single,Low,High,13.23,8,276,1,Low,,
Francisco,Ruiz,"Barcelona, España",+34 621684453,francisco.ruiz@hotmail.com,54,Mobile - Basic,Annual,Couple,High,Medium,15.14,5,246,1,Medium,,
Pablo,Peña,"Madrid, España",+34 616667138,pablo.peña@hotmail.com,30,Fiber Only (Basic),Annual,Single,Medium,Medium,25.09,1,185,0,Medium,,
Celeste,Cano,"Madrid, España",+34 691531713,celeste.cano@hotmail.com,50,Mobile - Unlimited,Annual,Couple,Medium,Low,46.47,5,205,4,Medium,,
Gabriel,Guerrero,"Málaga, España",+34 687582377,gabriel.guerrero@hotmail.com,60,Mobile - Unlimited,Annual,Couple,High,High,48.82,2,293,4,Medium,,
Nuria,Blanco,"Madrid, España",+34 667529174,nuria.blanco@hotmail.com,61,Mobile - Basic,Annual,Couple,Low,Low,15.34,2,255,1,High,High Price,10% Discount
Sara,Serrano,"Sevilla, España",+34 670161883,sara.serrano@hotmail.com,33,Fiber Only (Basic),Monthly,Couple,Low,Medium,20.87,2,293,0,Low,,
Ruben,Martin,"Bilbao, España",+34 669388638,ruben.martin@hotmail.com,42,Fiber + TV,Monthly,Single,Medium,Medium,34.19,2,126,0,Low,,
Ricardo,Gutierrez,"Valencia, España",+34 634262075,ricardo.gutierrez@hotmail.com,23,Fiber + TV,Annual,Family,Low,Medium,39.83,1,109,0,Low,,
Laura,Cruz,"Zaragoza, España",+34 699478954,laura.cruz@hotmail.com,68,Mobile - Basic,Annual,Family,High,Medium,17.07,4,155,1,Low,,
Ana,Ortiz,"Sevilla, España",+34 625246564,ana.ortiz@hotmail.com,73,Mobile - Standard,Annual,Couple,Medium,High,23.39,5,172,2,Low,,
Fernando,Delgado,"Zaragoza, España",+34 624877739,fernando.delgado@hotmail.com,57,Fiber Only (Premium),Annual,Couple,Medium,High,42.87,10,140,0,Low,,
Emilio,Navarro,"Valencia, España",+34 697619209,emilio.navarro@hotmail.com,68,Mobile - Unlimited,Monthly,Single,Low,Low,40.18,2,266,4,High,Low Data Allowance,Extra Data Package
Rocio,Gonzalez,"Málaga, España",+34 661363559,rocio.gonzalez@hotmail.com,64,Fiber Only (Premium),Annual,Couple,Low,Medium,48.84,7,249,0,Low,,
Oscar,Aguilar,"Barcelona, España",+34 696130679,oscar.aguilar@hotmail.com,66,Fiber + TV + Mobile (Basic),Monthly,Family,High,High,57.55,6,293,2,Low,,
Ariadna,Flores,"Madrid, España",+34 677274865,ariadna.flores@hotmail.com,66,Fiber Only (Premium),Annual,Couple,Low,Medium,42.53,1,176,0,Low,,
Mario,Molina,"Sevilla, España",+34 625449622,mario.molina@hotmail.com,65,Mobile - Basic,Monthly,Family,Medium,Medium,19.75,10,136,1,Low,,
Montserrat,Romero,"Bilbao, España",+34 687173597,montserrat.romero@hotmail.com,76,Fiber + TV,Monthly,Family,Low,Low,38.86,5,133,0,High,Low Data Allowance,Upgrade to Better Plan
Elena,Ramos,"Zaragoza, España",+34 678889401,elena.ramos@hotmail.com,75,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,High,97.09,10,88,6,Low,,
Claudia,Torres,"Valencia, España",+34 625260366,claudia.torres@hotmail.com,38,Mobile - Basic,Annual,Family,Medium,High,14.84,10,146,1,Low,,
Sofia,Vega,"Madrid, España",+34 674887603,sofia.vega@hotmail.com,44,Mobile - Basic,Monthly,Couple,Medium,High,16.75,8,70,1,Medium,,
Daniela,Alvarez,"Zaragoza, España",+34 608054369,daniela.alvarez@hotmail.com,32,Fiber Only (Basic),Monthly,Single,Medium,High,23.92,7,133,0,Medium,,
Carolina,Santos,"Sevilla, España",+34 603918662,carolina.santos@hotmail.com,70,Mobile - Unlimited,Monthly,Single,High,Low,43.19,2,234,4,High,Better Offers Elsewhere,
Victoria,Dominguez,"Barcelona, España",+34 613662964,victoria.dominguez@hotmail.com,27,Mobile - Basic,Monthly,Couple,High,Low,17.76,3,295,1,Medium,,
Ismael,Ramirez,"Madrid, España",+34 605225482,ismael.ramirez@hotmail.com,65,Mobile + Fiber (Standard),Annual,Couple,Low,Medium,55.78,4,85,3,Medium,,
Raul,Gomez,"Barcelona, España",+34 687965160,raul.gomez@hotmail.com,65,Fiber + TV + Mobile (Premium),Annual,Single,Medium,Medium,79.7,2,162,4,Low,,
Gabriela,Fernandez,"Valencia, España",+34 685119180,gabriela.fernandez@hotmail.com,50,Fiber + TV,Monthly,Single,Medium,High,35.71,1,169,0,Low,,
Paula,Campos,"Madrid, España",+34 634929007,paula.campos@hotmail.com,60,Fiber Only (Premium),Annual,Couple,Medium,High,49.76,6,195,0,Low,,
Irene,Marquez,"Zaragoza, España",+34 684691633,irene.marquez@hotmail.com,42,Mobile - Unlimited,Annual,Single,Low,High,48.93,9,246,4,Low,,
Mireia,Garcia,"Valencia, España",+34 657226554,mireia.garcia@hotmail.com,42,Fiber + TV + Mobile (Premium),Annual,Family,Low,Medium,76.39,6,156,4,Low,,
Isabel,Herrera,"Málaga, España",+34 648867559,isabel.herrera@hotmail.com,20,Fiber + TV + Mobile (Premium),Monthly,Single,Medium,Medium,72.97,2,279,4,Low,,
Natalia,Castro,"Sevilla, España",+34 683864809,natalia.castro@hotmail.com,73,Mobile + Fiber (Standard),Annual,Couple,High,Low,58.1,3,119,3,High,High Price,
Manuel,Martinez,"Bilbao, España",+34 600624779,manuel.martinez@hotmail.com,66,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,Low,94.9,5,222,6,High,Low Data Allowance,Extra Data Package
Silvia,Sanchez,"Barcelona, España",+34 683151877,silvia.sanchez@hotmail.com,57,Mobile - Unlimited,Monthly,Family,High,High,46.87,10,300,4,Low,,
Marina,Moreno,"Valencia, España",+34 646861168,marina.moreno@hotmail.com,19,Fiber Only (Premium),Annual,Couple,High,Low,48.08,1,43,0,Medium,,
Lucia,Morales,"Málaga, España",+34 699198628,lucia.morales@hotmail.com,70,Fiber + TV,Monthly,Single,Medium,High,39.47,6,215,0,Low,,
Felipe,Ortega,"Zaragoza, España",+34 601237950,felipe.ortega@hotmail.com,79,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,High,91.61,9,193,6,Low,,
Esteban,Diaz,"Barcelona, España",+34 669108775,esteban.diaz@hotmail.com,61,Fiber + TV,Monthly,Family,Low,High,39.25,10,30,0,Low,,
Ignacio,Leon,"Málaga, España",+34 648532183,ignacio.leon@hotmail.com,66,Mobile - Unlimited,Annual,Couple,Low,High,44.91,10,21,4,Medium,,
Antonio,Reyes,"Valencia, España",+34 687133143,antonio.reyes@hotmail.com,43,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,High,50.11,8,123,2,Low,,
Sergio,Castillo,"Málaga, España",+34 660648403,sergio.castillo@hotmail.com,24,Mobile - Standard,Annual,Couple,Low,Medium,28.87,10,146,2,Low,,
Lucas,Gil,"Málaga, España",+34 610248695,lucas.gil@hotmail.com,31,Fiber Only (Basic),Monthly,Family,Low,Medium,26.36,7,204,0,Low,,
Marisol,Muñoz,"Valencia, España",+34 600129722,marisol.muñoz@hotmail.com,34,Mobile + Fiber (Standard),Annual,Couple,Medium,Low,55.6,3,292,3,Medium,,
Diego,Vazquez,"Málaga, España",+34 671360815,diego.vazquez@hotmail.com,27,Mobile - Basic,Annual,Couple,Low,Medium,10.05,2,247,1,Medium,,
Carla,Lopez,"Madrid, España",+34 623374501,carla.lopez@hotmail.com,21,Fiber + TV + Mobile (Basic),Annual,Single,Medium,High,52.24,7,27,2,Low,,
Florencia,Mendez,"Málaga, España",+34 649548035,florencia.mendez@hotmail.com,20,Fiber + TV + Mobile (Basic),Monthly,Couple,Medium,Medium,53.96,9,72,2,Low,,
Salvador,Hernandez,"Zaragoza, España",+34 649873589,salvador.hernandez@hotmail.com,66,Fiber Only (Premium),Monthly,Couple,Medium,Medium,40.46,6,132,0,Low,,
Victor,Jimenez,"Bilbao, España",+34 633811637,victor.jimenez@hotmail.com,62,Mobile - Basic,Monthly,Couple,Medium,High,16.46,10,299,1,Medium,,
Vanessa,Perez,"Bilbao, España",+34 656573725,vanessa.perez@hotmail.com,54,Fiber Only (Basic),Annual,Family,Medium,Low,25.02,2,284,0,High,Moving to Another Provider,
Clara,Rodriguez,"Zaragoza, España",+34 692206704,clara.rodriguez@hotmail.com,30,Fiber + TV,Annual,Family,High,Low,31.39,1,212,0,High,Moving to Another Provider,
Carmen,Iglesias,"Zaragoza, España",+34 621562682,carmen.iglesias@hotmail.com,39,Fiber + TV + Mobile (Premium),Monthly,Couple,Medium,High,72.76,4,60,4,Low,,
Lidia,Ruiz,"Sevilla, España",+34 637859166,lidia.ruiz@hotmail.com,32,Fiber Only (Basic),Annual,Couple,Medium,Medium,27.22,4,201,0,Medium,,
Carlos,Peña,"Sevilla, España",+34 688230967,carlos.peña@hotmail.com,56,Mobile - Basic,Monthly,Single,High,Medium,13.85,9,179,1,Medium,,
Cristina,Cano,"Sevilla, España",+34 622930326,cristina.cano@hotmail.com,75,Fiber Only (Basic),Monthly,Single,High,Medium,24.28,2,148,0,Low,,
Diana,Guerrero,"Barcelona, España",+34 618852971,diana.guerrero@hotmail.com,37,Mobile - Basic,Monthly,Family,High,Medium,15.44,4,56,1,High,High Price,
Sandra,Blanco,"Málaga, España",+34 663125922,sandra.blanco@hotmail.com,53,Mobile - Standard,Monthly,Family,Low,High,22.61,6,238,2,Low,,
Andres,Serrano,"Barcelona, España",+34 675545609,andres.serrano@hotmail.com,69,Mobile - Standard,Annual,Couple,Low,High,23.92,10,180,2,Low,,
Milagros,Martin,"Zaragoza, España",+34 686863082,milagros.martin@hotmail.com,59,Fiber Only (Premium),Monthly,Family,High,Medium,40.16,10,261,0,Low,,
Adrian,Gutierrez,"Barcelona, España",+34 661220870,adrian.gutierrez@hotmail.com,35,Fiber + TV + Mobile (Basic),Monthly,Single,High,High,54.25,7,299,2,Low,,
Matias,Cruz,"Málaga, España",+34 671613460,matias.cruz@hotmail.com,67,Mobile - Unlimited,Annual,Couple,Low,Medium,45.82,5,78,4,Low,,
Luis,Ortiz,"Málaga, España",+34 624259662,luis.ortiz@hotmail.com,20,Fiber Only (Premium),Annual,Couple,Low,High,49.21,9,72,0,Low,,
Alberto,Delgado,"Valencia, España",+34 620078168,alberto.delgado@hotmail.com,46,Fiber + TV + Mobile (Unlimited),Annual,Family,High,Medium,95.44,5,150,6,High,Moving to Another Provider,
Eva,Navarro,"Málaga, España",+34 654470677,eva.navarro@hotmail.com,33,Fiber Only (Premium),Monthly,Family,Low,High,49.95,8,231,0,Medium,,
Belen,Gonzalez,"Bilbao, España",+34 634495876,belen.gonzalez@hotmail.com,53,Fiber + TV + Mobile (Premium),Monthly,Couple,High,Medium,77.14,8,233,4,High,Poor Service,Dedicated Customer Support
Enrique,Aguilar,"Valencia, España",+34 616826101,enrique.aguilar@hotmail.com,55,Fiber Only (Premium),Monthly,Couple,Low,Low,48.85,3,251,0,High,High Price,10% Discount
Emma,Flores,"Barcelona, España",+34 685454011,emma.flores@hotmail.com,57,Fiber + TV + Mobile (Premium),Annual,Single,High,Medium,77.55,3,126,4,Medium,,
Patricia,Molina,"Sevilla, España",+34 624633956,patricia.molina@hotmail.com,18,Fiber + TV,Annual,Couple,Low,Medium,31.1,1,103,0,Medium,,
Teresa,Romero,"Bilbao, España",+34 610150429,teresa.romero@hotmail.com,56,Fiber Only (Basic),Monthly,Single,Medium,High,23.52,10,213,0,Low,,
Daniel,Ramos,"Valencia, España",+34 604122675,daniel.ramos@hotmail.com,20,Fiber + TV + Mobile (Unlimited),Annual,Family,High,Medium,93.63,9,234,6,Medium,,
Hugo,Torres,"Sevilla, España",+34 657590537,hugo.torres@hotmail.com,51,Fiber Only (Basic),Monthly,Single,High,Low,26.14,2,174,0,High,Better Offers Elsewhere,
Andrea,Vega,"Valencia, España",+34 634603396,andrea.vega@hotmail.com,35,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,57.82,6,68,2,Low,,
Maria,Alvarez,"Barcelona, España",+34 689732667,maria.alvarez@hotmail.com,56,Mobile - Standard,Annual,Single,Low,Medium,28.1,6,213,2,Low,,
Miguel,Santos,"Zaragoza, España",+34 664783512,miguel.santos@hotmail.com,74,Mobile - Unlimited,Annual,Single,Low,Low,45.22,2,97,4,High,Poor Service,
Alejandro,Dominguez,"Madrid, España",+34 671767616,alejandro.dominguez@hotmail.com,37,Mobile - Unlimited,Annual,Couple,Medium,High,40.77,8,290,4,Low,,
Alicia,Ramirez,"Madrid, España",+34 657673048,alicia.ramirez@hotmail.com,25,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Medium,58.45,2,227,2,Medium,,
Julian,Gomez,"Barcelona, España",+34 625396181,julian.gomez@hotmail.com,53,Mobile - Basic,Annual,Couple,Low,Medium,14.6,7,117,1,Medium,,
Javier,Fernandez,"Zaragoza, España",+34 687220028,javier.fernandez@hotmail.com,21,Fiber + TV,Annual,Single,Low,High,38.31,6,259,0,Low,,
Julia,Campos,"Málaga, España",+34 696905046,julia.campos@hotmail.com,62,Mobile + Fiber (Standard),Annual,Family,High,Medium,56.73,8,52,3,High,High Price,
David,Marquez,"Valencia, España",+34 615407054,david.marquez@hotmail.com,61,Mobile - Unlimited,Monthly,Single,Medium,High,40.75,5,225,4,Low,,
Jose,Garcia,"Valencia, España",+34 631332498,jose.garcia@hotmail.com,72,Mobile - Basic,Annual,Family,High,Medium,16.39,6,233,1,Low,,
Bianca,Herrera,"Valencia, España",+34 636643503,bianca.herrera@hotmail.com,47,Fiber + TV + Mobile (Basic),Monthly,Family,Low,High,53.51,7,285,2,Medium,,
Olga,Castro,"Málaga, España",+34 663341576,olga.castro@hotmail.com,50,Mobile - Standard,Annual,Single,Medium,High,29.29,9,182,2,Low,,
Martina,Martinez,"Valencia, España",+34 672302077,martina.martinez@hotmail.com,45,Fiber + TV + Mobile (Unlimited),Monthly,Family,Low,Low,98.76,2,236,6,High,High Price,10% Discount
Veronica,Sanchez,"Bilbao, España",+34 680076541,veronica.sanchez@hotmail.com,79,Fiber + TV + Mobile (Basic),Monthly,Family,High,High,56.63,6,235,2,Low,,
Noelia,Moreno,"Barcelona, España",+34 653634999,noelia.moreno@hotmail.com,57,Mobile + Fiber (Standard),Monthly,Couple,High,Low,54.36,1,189,3,High,Low Data Allowance,Upgrade to Better Plan
Valeria,Morales,"Bilbao, España",+34 627106778,valeria.morales@hotmail.com,47,Fiber Only (Basic),Monthly,Family,High,Low,28.17,3,103,0,High,Better Offers Elsewhere,
Estefania,Ortega,"Zaragoza, España",+34 656175801,estefania.ortega@hotmail.com,62,Fiber + TV + Mobile (Unlimited),Annual,Single,High,High,98.9,8,89,6,Low,,
Fatima,Diaz,"Bilbao, España",+34 652354566,fatima.diaz@hotmail.com,67,Fiber + TV + Mobile (Premium),Annual,Family,Low,Low,70.47,4,135,4,High,Poor Service,
Pedro,Leon,"Barcelona, España",+34 678692210,pedro.leon@hotmail.com,58,Mobile - Standard,Monthly,Family,High,High,27.1,7,127,2,Low,,
Raquel,Reyes,"Madrid, España",+34 603787512,raquel.reyes@hotmail.com,43,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,Low,58.2,1,97,2,High,High Price,
Lorena,Castillo,"Málaga, España",+34 672485722,lorena.castillo@hotmail.com,46,Fiber + TV + Mobile (Unlimited),Monthly,Single,High,Medium,98.83,10,124,6,Low,,
Beatriz,Gil,"Zaragoza, España",+34 603999888,beatriz.gil@hotmail.com,43,Fiber + TV + Mobile (Basic),Annual,Family,High,High,53.71,8,214,2,Low,,
Rosa,Muñoz,"Valencia, España",+34 621746083,rosa.muñoz@hotmail.com,21,Mobile - Basic,Monthly,Family,High,Medium,10.39,4,109,1,Low,,
Roberto,Vazquez,"Málaga, España",+34 635140872,roberto.vazquez@hotmail.com,20,Mobile - Unlimited,Annual,Single,Medium,Medium,42.6,2,38,4,Low,,
Marta,Lopez,"Barcelona, España",+34 661565072,marta.lopez@hotmail.com,79,Fiber Only (Premium),Annual,Couple,Low,Medium,43.62,1,121,0,Low,,
Angela,Mendez,"Bilbao, España",+34 606748597,angela.mendez@hotmail.com,71,Fiber Only (Basic),Annual,Couple,Low,High,29.18,10,26,0,Low,,
Violeta,Hernandez,"Barcelona, España",+34 666495828,violeta.hernandez@hotmail.com,34,Fiber Only (Basic),Monthly,Single,Medium,High,25.68,8,102,0,Low,,
Juan,Jimenez,"Zaragoza, España",+34 633000318,juan.jimenez@hotmail.com,69,Mobile - Standard,Monthly,Couple,Low,High,27.34,9,50,2,Low,,
Joaquin,Perez,"Barcelona, España",+34 651230627,joaquin.perez@hotmail.com,38,Mobile - Unlimited,Annual,Couple,Medium,Low,45.97,3,120,4,High,Low Data Allowance,Upgrade to Better Plan
Tamara,Rodriguez,"Madrid, España",+34 690578934,tamara.rodriguez@hotmail.com,34,Fiber + TV + Mobile (Premium),Monthly,Single,Medium,High,77.17,10,251,4,Low,,
Camila,Iglesias,"Málaga, España",+34 680288326,camila.iglesias@hotmail.com,68,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Medium,Low,96.44,3,83,6,Medium,,
Francisco,Ruiz,"Valencia, España",+34 614888741,francisco.ruiz@hotmail.com,67,Fiber Only (Basic),Annual,Couple,High,Medium,21.77,6,108,0,Low,,
Pablo,Peña,"Barcelona, España",+34 686508084,pablo.peña@hotmail.com,23,Fiber + TV,Annual,Single,Low,High,30.85,2,129,0,Low,,
Celeste,Cano,"Barcelona, España",+34 639778931,celeste.cano@hotmail.com,66,Mobile - Unlimited,Monthly,Single,Medium,High,48.4,8,210,4,Low,,
Gabriel,Guerrero,"Zaragoza, España",+34 653665405,gabriel.guerrero@hotmail.com,22,Fiber Only (Basic),Annual,Family,Medium,Low,21.93,5,51,0,High,High Price,
Nuria,Blanco,"Sevilla, España",+34 655987069,nuria.blanco@hotmail.com,69,Mobile - Standard,Monthly,Single,Low,Medium,26.59,6,63,2,Low,,
Sara,Serrano,"Valencia, España",+34 676842484,sara.serrano@hotmail.com,48,Mobile - Unlimited,Annual,Family,Low,Low,40.73,2,45,4,High,Low Data Allowance,Upgrade to Better Plan
Ruben,Martin,"Zaragoza, España",+34 691725260,ruben.martin@hotmail.com,55,Fiber + TV,Annual,Couple,Low,Low,30.05,3,231,0,High,Moving to Another Provider,
Ricardo,Gutierrez,"Barcelona, España",+34 673267851,ricardo.gutierrez@hotmail.com,70,Mobile - Unlimited,Annual,Single,Low,High,44.02,9,80,4,Low,,
Laura,Cruz,"Bilbao, España",+34 641552708,laura.cruz@hotmail.com,74,Fiber Only (Basic),Annual,Single,High,High,20.86,10,115,0,Low,,
Ana,Ortiz,"Barcelona, España",+34 660804995,ana.ortiz@hotmail.com,65,Fiber Only (Basic),Monthly,Single,Low,High,27.09,3,253,0,Medium,,
Fernando,Delgado,"Valencia, España",+34 652678767,fernando.delgado@hotmail.com,69,Fiber + TV,Annual,Single,Medium,Medium,30.34,2,281,0,High,No Longer Needed,Contract Freeze
Emilio,Navarro,"Sevilla, España",+34 624509884,emilio.navarro@hotmail.com,48,Mobile - Standard,Annual,Couple,High,Medium,23.22,7,233,2,High,Poor Service,Dedicated Customer Support
Rocio,Gonzalez,"Bilbao, España",+34 627169027,rocio.gonzalez@hotmail.com,48,Mobile - Standard,Monthly,Single,Low,Medium,20.02,1,269,2,High,High Price,10% Discount
Oscar,Aguilar,"Valencia, España",+34 679301216,oscar.aguilar@hotmail.com,41,Fiber + TV,Annual,Family,High,Low,37.35,1,259,0,High,Low Data Allowance,Extra Data Package
Ariadna,Flores,"Barcelona, España",+34 602346290,ariadna.flores@hotmail.com,43,Fiber + TV + Mobile (Basic),Annual,Family,Medium,Low,52.01,5,289,2,High,Poor Service,
Mario,Molina,"Valencia, España",+34 607528765,mario.molina@hotmail.com,61,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,High,91.52,5,191,6,Low,,
Montserrat,Romero,"Málaga, España",+34 648227831,montserrat.romero@hotmail.com,64,Fiber + TV + Mobile (Premium),Annual,Couple,Medium,Low,75.14,2,153,4,High,High Price,
Elena,Ramos,"Bilbao, España",+34 693929593,elena.ramos@hotmail.com,50,Mobile - Standard,Monthly,Couple,Low,High,23.54,9,188,2,Low,,
Claudia,Torres,"Barcelona, España",+34 610135119,claudia.torres@hotmail.com,21,Mobile - Basic,Annual,Family,High,High,14.59,9,24,1,Low,,
Sofia,Vega,"Barcelona, España",+34 610574094,sofia.vega@hotmail.com,61,Fiber + TV,Annual,Couple,Medium,Medium,33.28,8,173,0,Low,,
Daniela,Alvarez,"Madrid, España",+34 627981283,daniela.alvarez@hotmail.com,32,Mobile - Unlimited,Annual,Couple,High,High,40.42,8,125,4,Low,,
Carolina,Santos,"Bilbao, España",+34 610019567,carolina.santos@hotmail.com,38,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Low,Low,96.68,3,231,6,High,Poor Service,
Victoria,Dominguez,"Zaragoza, España",+34 660703985,victoria.dominguez@hotmail.com,31,Mobile - Basic,Monthly,Couple,High,Medium,12.67,4,204,1,Low,,
Ismael,Ramirez,"Bilbao, España",+34 699201472,ismael.ramirez@hotmail.com,55,Mobile - Standard,Monthly,Family,Medium,High,29.37,8,256,2,Low,,
Raul,Gomez,"Barcelona, España",+34 615117721,raul.gomez@hotmail.com,73,Mobile - Basic,Annual,Single,Medium,Low,17.54,1,45,1,High,Moving to Another Provider,
Gabriela,Fernandez,"Bilbao, España",+34 623426113,gabriela.fernandez@hotmail.com,60,Fiber Only (Basic),Monthly,Family,Low,Medium,27.88,1,150,0,Low,,
Paula,Campos,"Madrid, España",+34 617847937,paula.campos@hotmail.com,64,Fiber + TV + Mobile (Basic),Annual,Couple,Low,Medium,50.34,1,64,2,Low,,
Irene,Marquez,"Málaga, España",+34 615442780,irene.marquez@hotmail.com,43,Fiber + TV + Mobile (Premium),Annual,Family,High,Medium,79.21,7,130,4,Low,,
Mireia,Garcia,"Barcelona, España",+34 699209966,mireia.garcia@hotmail.com,74,Fiber + TV + Mobile (Unlimited),Annual,Family,High,Medium,96.73,2,298,6,Low,,
Isabel,Herrera,"Madrid, España",+34 683440360,isabel.herrera@hotmail.com,57,Mobile + Fiber (Standard),Annual,Single,High,Low,58.02,3,212,3,High,Poor Service,Dedicated Customer Support
Natalia,Castro,"Málaga, España",+34 642492632,natalia.castro@hotmail.com,73,Fiber + TV + Mobile (Unlimited),Monthly,Single,Low,Medium,99.69,4,249,6,Low,,
Manuel,Martinez,"Bilbao, España",+34 672570394,manuel.martinez@hotmail.com,64,Fiber + TV,Monthly,Couple,High,Medium,37.64,3,114,0,Medium,,
Silvia,Sanchez,"Málaga, España",+34 666904265,silvia.sanchez@hotmail.com,32,Mobile - Unlimited,Annual,Single,High,Medium,43.5,2,205,4,Low,,
Marina,Moreno,"Bilbao, España",+34 646494316,marina.moreno@hotmail.com,65,Fiber + TV,Annual,Family,Low,High,32.9,9,205,0,Low,,
Lucia,Morales,"Barcelona, España",+34 615255824,lucia.morales@hotmail.com,43,Fiber Only (Premium),Monthly,Family,Medium,High,40.74,6,47,0,Low,,
Felipe,Ortega,"Barcelona, España",+34 602736920,felipe.ortega@hotmail.com,35,Fiber + TV,Monthly,Family,High,High,31.17,8,123,0,Low,,
Esteban,Diaz,"Madrid, España",+34 672254291,esteban.diaz@hotmail.com,78,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,Medium,53.41,5,227,2,Medium,,
Ignacio,Leon,"Barcelona, España",+34 689982660,ignacio.leon@hotmail.com,47,Fiber Only (Basic),Annual,Single,Medium,Low,28.46,1,212,0,Medium,,
